oad_Type,Road_Condition,Weather_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity_Level
Urban,Dry,Fog,72,50,Bus,19,89,32,0,0,1,1,0,Medium
Rural,Wet,Sunny,28,40,Bike,35,47,65,1,1,0,0,1,Low
Urban,Wet,Sunny,33,50,Truck,33,58,64,0,0,0,0,1,Low
Highway,Damaged,Storm,95,80,Bus,24,87,45,0,0,1,0,1,Medium
Rural,Wet,Storm,33,40,Car,20,80,21,1,0,1,1,0,High
Rural,Wet,Sunny,32,40,Car,32,56,68,0,0,0,0,0,Low
Rural,Wet,Storm,53,40,Bus,26,83,29,1,0,1,1,1,High
Urban,Wet,Fog,32,50,Car,18,94,25,1,1,1,0,1,High
Urban,Damaged,Sunny,47,50,Bike,34,55,82,0,0,0,1,1,Low
Rural,Dry,Cloudy,29,40,Bike,28,55,96,0,1,0,1,0,Low
Rural,Dry,Sunny,64,40,Bike,36,47,80,0,1,1,1,1,Medium
Highway,Dry,Cloudy,92,80,Bike,30,40,62,0,0,1,0,0,Low
Urban,Dry,Cloudy,56,50,Car,28,62,67,0,1,1,0,1,Low
Highway,Dry,Storm,79,80,Car,22,80,17,0,0,0,1,0,Medium
Urban,Dry,Cloudy,43,50,Truck,26,47,81,1,1,0,1,0,Low
Rural,Wet,Fog,30,40,Truck,22,97,34,1,0,0,0,1,Medium
Urban,Wet,Storm,52,50,Car,22,81,43,0,1,0,0,1,Medium
Rural,Dry,Fog,39,40,Bus,21,99,16,1,1,1,1,0,Medium
Rural,Dry,Cloudy,22,40,Car,29,51,81,1,0,1,1,1,Low
Urban,Wet,Fog,55,50,Bus,21,85,13,1,0,1,0,1,High
Highway,Wet,Storm,117,80,Car,26,93,20,1,1,0,1,1,High
Urban,Dry,Fog,53,50,Car,23,98,41,1,0,0,1,1,Medium
Highway,Wet,Storm,89,80,Car,23,90,14,0,1,0,1,0,High
Rural,Wet,Cloudy,53,40,Bus,28,51,77,1,1,0,1,1,Medium
Rural,Dry,Sunny,60,40,Bike,38,49,74,0,1,0,1,0,Low
Urban,Dry,Sunny,39,50,Truck,38,35,81,0,0,0,1,1,Low
Urban,Dry,Sunny,71,50,Bike,37,52,76,0,1,0,1,1,Low
Highway,Dry,Rainy,112,80,Car,28,74,60,0,0,1,0,0,Medium
Highway,Damaged,Storm,104,80,Bike,26,94,19,1,0,0,0,0,High
Urban,Dry,Cloudy,40,50,Car,26,64,72,0,0,1,1,1,Low
Rural,Dry,Cloudy,28,40,Bus,29,55,66,1,0,0,1,0,Low
Urban,Dry,Storm,61,50,Car,26,81,48,1,1,0,0,1,Medium
Highway,Damaged,Fog,105,80,Car,20,99,48,1,1,0,1,1,High
Urban,Wet,Sunny,41,50,Car,35,57,73,1,1,0,1,0,Medium
Highway,Wet,Storm,78,80,Truck,20,84,11,1,1,1,0,0,High
Highway,Dry,Cloudy,67,80,Car,30,45,98,0,1,0,1,0,Low
Rural,Dry,Sunny,39,40,Bike,28,36,85,1,1,1,0,0,Low
Urban,Dry,Cloudy,60,50,Bike,29,44,91,0,0,0,1,0,Low
Rural,Dry,Fog,53,40,Truck,22,92,22,0,1,1,1,0,High
Urban,Dry,Cloudy,59,50,Bike,31,56,80,0,1,1,1,1,Medium
Rural,Dry,Rainy,69,40,Bus,25,94,53,0,0,1,0,1,Medium
Highway,Dry,Fog,71,80,Car,20,86,16,0,1,1,0,1,Medium
Highway,Dry,Storm,60,80,Truck,23,81,24,0,0,1,1,1,Medium
Urban,Dry,Fog,36,50,Bike,20,97,44,1,1,1,0,1,Medium
Highway,Dry,Fog,109,80,Truck,20,96,40,0,0,1,1,1,Medium
Highway,Dry,Cloudy,76,80,Bike,29,67,98,0,0,1,0,0,Low
Highway,Dry,Rainy,101,80,Bus,26,71,40,0,0,0,0,1,Medium
Urban,Wet,Storm,56,50,Bus,21,92,15,0,0,1,1,1,High
Urban,Wet,Rainy,59,50,Bike,29,75,57,1,0,0,1,1,Medium
Highway,Damaged,Fog,116,80,Bus,19,91,48,1,1,1,0,1,High
Urban,Damaged,Rainy,50,50,Car,27,81,30,0,0,1,0,1,Medium
Rural,Wet,Rainy,45,40,Car,29,82,65,1,0,0,1,1,Medium
Rural,Dry,Sunny,63,40,Truck,30,47,96,1,0,1,1,1,Medium
Urban,Dry,Fog,39,50,Bus,19,94,44,0,0,1,0,0,Low
Rural,Wet,Rainy,46,40,Bike,29,73,46,1,1,1,0,1,High
Rural,Damaged,Storm,54,40,Bike,23,86,46,1,0,1,1,0,High
Highway,Damaged,Fog,107,80,Bike,19,97,36,1,0,0,1,0,High
Rural,Wet,Cloudy,60,40,Bus,25,57,72,0,1,0,0,1,Medium
Rural,Damaged,Storm,48,40,Car,21,83,45,1,1,0,1,0,High
Rural,Wet,Sunny,24,40,Truck,29,58,91,1,0,0,1,1,Low
Urban,Dry,Cloudy,67,50,Car,30,56,71,0,0,1,0,1,Low
Highway,Damaged,Storm,95,80,Truck,23,90,30,1,1,0,1,0,High
Rural,Dry,Rainy,68,40,Bus,22,76,48,0,0,1,0,0,Medium
Highway,Damaged,Cloudy,68,80,Bike,25,50,75,0,0,0,0,0,Low
Rural,Wet,Fog,20,40,Car,19,94,28,1,0,0,1,0,Medium
Highway,Dry,Cloudy,88,80,Truck,26,42,80,1,1,1,0,1,Medium
Highway,Dry,Sunny,81,80,Bus,32,30,73,1,0,0,1,0,Low
Urban,Wet,Rainy,51,50,Bus,26,85,54,0,1,0,0,0,Medium
Urban,Wet,Fog,35,50,Bike,18,92,22,0,1,1,1,0,High
Highway,Damaged,Rainy,60,80,Truck,24,82,40,1,1,0,0,1,Medium
Highway,Dry,Cloudy,82,80,Truck,30,57,96,1,1,1,1,1,Medium
Highway,Dry,Sunny,61,80,Truck,38,47,64,1,1,1,0,1,Low
Urban,Dry,Fog,74,50,Bus,19,85,40,1,0,0,0,0,Medium
Highway,Wet,Sunny,88,80,Bus,38,42,86,1,1,1,1,1,Medium
Rural,Dry,Storm,21,40,Bike,27,91,40,1,0,1,0,1,Low
Urban,Damaged,Rainy,44,50,Truck,28,87,68,1,0,0,1,0,Medium
Urban,Dry,Storm,60,50,Truck,21,86,18,1,1,1,1,0,High
Highway,Dry,Storm,78,80,Car,20,89,13,0,1,1,1,1,Medium
Urban,Wet,Fog,52,50,Truck,20,91,34,0,0,0,0,1,High
Highway,Dry,Sunny,97,80,Car,36,55,68,0,0,0,0,0,Low
Rural,Damaged,Sunny,26,40,Truck,30,41,73,1,1,0,1,1,Medium
Rural,Dry,Sunny,39,40,Car,33,49,89,1,0,0,0,1,Low
Highway,Dry,Fog,84,80,Truck,23,96,46,1,0,1,1,0,Medium
Highway,Dry,Storm,67,80,Bus,27,88,21,0,1,1,0,1,Medium
Rural,Wet,Fog,36,40,Car,23,93,48,1,1,0,0,0,Medium
Highway,Dry,Storm,102,80,Car,24,97,23,1,0,0,1,1,Medium
Rural,Wet,Fog,25,40,Car,19,99,17,1,0,1,1,1,High
Urban,Dry,Sunny,64,50,Car,30,38,68,1,0,1,0,0,Low
Rural,Dry,Rainy,50,40,Bike,27,90,56,1,1,1,0,0,Medium
Urban,Dry,Cloudy,51,50,Bus,24,57,80,0,1,0,1,1,Low
Urban,Dry,Sunny,43,50,Bike,36,42,97,1,0,0,0,0,Low
Rural,Wet,Storm,56,40,Car,24,88,17,0,0,1,0,0,High
Rural,Dry,Sunny,22,40,Bus,28,39,79,1,1,1,1,1,Low
Rural,Damaged,Rainy,56,40,Bike,24,82,31,1,1,0,0,0,High
Rural,Wet,Storm,36,40,Car,24,99,23,1,0,0,1,0,Medium
Urban,Wet,Sunny,76,50,Truck,39,45,92,1,0,0,1,0,Medium
Highway,Damaged,Fog,62,80,Bus,18,94,25,1,0,1,0,0,Medium
Rural,Dry,Storm,69,40,Truck,25,91,38,1,0,1,1,0,High
Urban,Dry,Fog,39,50,Bike,19,85,47,0,1,0,0,0,Low
Highway,Dry,Fog,68,80,Truck,23,99,13,1,0,1,1,1,Medium
Highway,Dry,Sunny,85,80,Truck,39,32,73,0,1,1,1,0,Medium
Urban,Wet,Sunny,69,50,Bus,29,41,97,1,1,1,0,1,Medium
Rural,Wet,Sunny,33,40,Truck,34,59,90,1,0,0,0,0,Low
Highway,Damaged,Storm,63,80,Bike,25,93,49,0,0,0,0,1,Medium
Highway,Dry,Storm,78,80,Bike,27,87,32,1,1,0,1,0,Medium
Rural,Damaged,Rainy,56,40,Bus,25,92,47,1,0,1,1,0,High
Highway,Dry,Cloudy,70,80,Bus,31,43,68,0,1,0,0,1,Low
Urban,Wet,Sunny,74,50,Car,30,59,90,0,1,1,0,1,Medium
Highway,Dry,Rainy,102,80,Truck,28,86,55,1,0,1,1,1,Medium
Rural,Wet,Rainy,36,40,Truck,27,71,53,1,0,1,1,1,Medium
Highway,Wet,Sunny,100,80,Bus,37,57,70,0,0,1,1,0,Medium
Rural,Dry,Sunny,57,40,Bus,28,35,81,0,0,1,1,0,Low
Rural,Wet,Sunny,64,40,Truck,36,48,92,1,0,1,0,1,Medium
Highway,Wet,Sunny,105,80,Bike,29,46,94,0,1,1,1,1,Medium
Highway,Dry,Storm,81,80,Car,22,93,37,1,0,1,0,0,Medium
Rural,Damaged,Sunny,65,40,Bike,36,48,82,1,0,0,0,1,Medium
Urban,Damaged,Storm,57,50,Car,27,96,11,1,1,1,1,0,High
Rural,Wet,Sunny,45,40,Truck,30,54,90,1,0,0,1,0,Medium
Rural,Damaged,Storm,43,40,Bus,26,93,43,1,1,1,1,1,High
Rural,Wet,Sunny,41,40,Bus,33,51,89,1,1,0,1,0,Medium
Urban,Wet,Cloudy,48,50,Car,31,44,74,1,1,0,1,1,Medium
Rural,Dry,Fog,29,40,Bike,20,94,43,1,1,1,0,1,Medium
Highway,Dry,Rainy,119,80,Truck,25,83,62,0,1,1,0,1,Medium
Rural,Wet,Sunny,45,40,Bus,38,39,66,0,0,1,0,0,Medium
Highway,Damaged,Rainy,80,80,Car,22,74,62,0,0,1,0,1,Medium
Urban,Dry,Storm,41,50,Truck,21,88,38,1,1,0,1,0,Medium
Urban,Dry,Cloudy,32,50,Car,31,53,64,0,0,0,1,0,Low
Urban,Wet,Cloudy,74,50,Truck,30,58,70,0,0,0,1,0,Medium
Urban,Dry,Fog,66,50,Car,23,86,11,1,1,0,0,1,Medium
Highway,Wet,Cloudy,77,80,Bus,25,52,75,1,1,1,1,1,Medium
Urban,Dry,Rainy,71,50,Bus,27,76,65,1,1,1,1,0,Medium
Rural,Dry,Cloudy,29,40,Truck,27,69,63,0,1,0,0,1,Low
Rural,Dry,Fog,29,40,Bus,20,95,28,0,0,0,0,1,Medium
Rural,Dry,Cloudy,66,40,Bike,31,47,72,1,1,0,0,1,Low
Urban,Wet,Sunny,70,50,Car,33,49,98,0,0,0,1,0,Medium
Rural,Dry,Cloudy,35,40,Bus,28,65,95,0,1,0,1,1,Low
Rural,Dry,Rainy,55,40,Bus,25,83,30,0,0,1,1,1,Medium
Urban,Wet,Fog,79,50,Bus,24,97,34,1,0,1,1,0,High
Rural,Wet,Rainy,51,40,Truck,25,84,36,1,1,1,0,0,High
Highway,Dry,Cloudy,88,80,Bus,27,66,68,1,1,1,1,1,Medium
Urban,Dry,Fog,52,50,Bus,22,93,20,1,1,0,1,0,High
Rural,Wet,Cloudy,29,40,Car,25,49,74,1,1,1,1,0,Medium
Highway,Dry,Fog,100,80,Bike,23,97,39,0,1,0,0,1,Medium
Highway,Dry,Rainy,98,80,Bus,28,72,57,1,0,1,1,0,Medium
Urban,Wet,Storm,73,50,Bus,22,83,31,1,0,0,1,1,High
Rural,Wet,Rainy,52,40,Bike,27,81,62,0,0,1,1,1,Medium
Urban,Damaged,Fog,37,50,Truck,24,87,35,0,0,0,1,1,Medium
Urban,Dry,Rainy,76,50,Car,27,89,50,0,0,0,1,0,Medium
Urban,Dry,Sunny,38,50,Truck,39,32,93,0,0,1,1,0,Low
Highway,Dry,Fog,89,80,Car,20,86,41,1,0,1,1,0,Medium
Rural,Dry,Rainy,31,40,Car,26,89,60,1,0,1,0,0,Low
Rural,Dry,Storm,43,40,Bus,22,96,18,0,1,0,1,1,Medium
Rural,Dry,Sunny,26,40,Bus,28,56,74,1,1,0,1,1,Low
Rural,Dry,Storm,31,40,Bus,26,94,43,0,1,1,1,0,Medium
Urban,Dry,Storm,70,50,Bike,20,94,25,1,0,1,1,1,High
Urban,Dry,Rainy,50,50,Truck,22,78,35,1,1,1,0,1,Medium
Rural,Dry,Fog,34,40,Truck,21,87,28,0,0,1,1,0,Medium
Rural,Dry,Rainy,60,40,Car,23,94,62,1,1,0,0,1,Medium
Highway,Dry,Cloudy,111,80,Truck,25,44,75,1,1,1,0,1,Medium
Urban,Wet,Rainy,51,50,Car,24,82,39,1,1,1,1,1,High
Rural,Dry,Fog,64,40,Bus,18,93,21,0,1,1,1,0,High
Rural,Wet,Sunny,32,40,Truck,29,45,93,1,1,1,0,1,Medium
Highway,Dry,Fog,106,80,Bus,18,93,15,1,0,0,1,1,Medium
Highway,Dry,Fog,104,80,Bus,23,91,40,0,0,1,1,1,Medium
Rural,Damaged,Cloudy,64,40,Bus,29,44,89,0,1,1,0,1,Medium
Highway,Dry,Storm,92,80,Truck,25,84,14,1,1,1,0,0,High
Urban,Wet,Sunny,67,50,Car,39,46,86,0,1,1,1,1,Medium
Urban,Wet,Sunny,65,50,Bike,33,44,96,1,1,0,0,0,Medium
Urban,Damaged,Sunny,30,50,Bike,34,32,98,1,1,0,0,0,Low
Highway,Wet,Sunny,105,80,Bike,38,33,69,1,1,0,1,1,Medium
Rural,Wet,Storm,54,40,Bus,21,99,30,1,0,1,1,1,High
Urban,Dry,Rainy,51,50,Car,25,75,60,1,0,1,0,1,Medium
Urban,Damaged,Cloudy,35,50,Car,29,55,98,0,0,1,0,0,Low
Rural,Dry,Sunny,54,40,Car,39,46,85,0,0,1,0,1,Low
Highway,Damaged,Rainy,109,80,Bus,26,73,68,1,0,1,1,0,High
Urban,Damaged,Cloudy,63,50,Truck,27,61,78,0,1,0,1,0,Medium
Rural,Dry,Sunny,42,40,Truck,28,52,96,0,1,1,0,0,Low
Urban,Dry,Storm,32,50,Bike,24,80,16,1,0,1,1,1,Medium
Urban,Dry,Storm,40,50,Car,26,84,35,0,1,0,0,1,Medium
Rural,Damaged,Storm,35,40,Truck,21,84,14,1,1,0,0,1,Medium
Urban,Dry,Rainy,69,50,Bus,23,70,32,0,1,1,1,0,High
Rural,Dry,Cloudy,47,40,Bus,31,49,85,1,0,1,1,1,Medium
Rural,Dry,Fog,31,40,Car,18,89,46,0,1,1,1,1,Medium
Urban,Dry,Sunny,71,50,Car,36,57,89,0,0,0,0,0,Low
Highway,Dry,Fog,115,80,Truck,20,91,28,1,1,0,1,1,High
Highway,Dry,Fog,82,80,Truck,24,85,48,1,1,1,1,0,Medium
Urban,Wet,Sunny,53,50,Bike,34,46,70,0,0,1,0,0,Medium
Rural,Dry,Fog,60,40,Car,19,95,24,1,0,0,1,1,Medium
Rural,Damaged,Rainy,56,40,Bike,22,86,64,0,1,1,1,0,High
Highway,Damaged,Storm,91,80,Bus,26,88,23,0,1,0,1,0,High
Urban,Dry,Cloudy,37,50,Car,26,47,71,0,0,1,1,1,Low
Highway,Wet,Fog,106,80,Car,23,88,34,1,0,1,1,0,High
Highway,Dry,Storm,103,80,Car,21,92,14,0,0,1,0,0,Medium
Urban,Dry,Rainy,37,50,Bike,26,79,39,1,0,0,0,0,Medium
Rural,Damaged,Fog,52,40,Bus,18,89,22,0,1,0,1,0,High
Highway,Dry,Rainy,79,80,Car,26,85,30,0,1,1,0,0,Medium
Rural,Dry,Cloudy,33,40,Truck,26,49,80,0,0,0,0,0,Low
Rural,Dry,Cloudy,38,40,Truck,31,59,79,0,1,1,1,0,Low
Rural,Dry,Rainy,58,40,Car,24,73,44,0,0,1,0,1,Medium
Highway,Dry,Cloudy,100,80,Bike,27,53,67,1,0,1,1,0,Medium
Highway,Dry,Rainy,74,80,Bus,27,90,67,0,1,0,1,1,Low
Rural,Dry,Sunny,57,40,Truck,33,59,64,0,1,0,0,1,Low
Highway,Damaged,Cloudy,92,80,Car,26,46,70,1,1,1,0,1,Medium
Urban,Dry,Cloudy,37,50,Car,27,43,73,0,0,0,1,0,Low
Rural,Dry,Storm,65,40,Car,27,97,15,1,0,1,0,0,Medium
Urban,Dry,Sunny,32,50,Bike,28,58,66,1,0,1,1,1,Low
Urban,Dry,Sunny,34,50,Car,31,43,87,1,1,1,1,1,Low
Urban,Dry,Rainy,66,50,Truck,26,79,63,1,1,0,0,0,Medium
Rural,Damaged,Fog,56,40,Bike,23,99,26,0,1,1,1,1,High
Rural,Dry,Sunny,43,40,Car,36,58,74,0,1,0,1,1,Low
Urban,Wet,Fog,42,50,Car,24,85,42,1,0,1,0,0,Medium
Urban,Wet,Cloudy,70,50,Car,26,45,61,0,1,1,1,0,Medium
Rural,Dry,Cloudy,41,40,Truck,29,47,69,1,1,0,1,0,Medium
Rural,Dry,Fog,35,40,Bus,20,90,22,1,0,0,1,0,Medium
Highway,Dry,Sunny,96,80,Bike,39,56,83,1,0,0,0,0,Low
Urban,Dry,Fog,65,50,Car,21,94,44,0,1,1,0,0,Medium
Urban,Dry,Storm,52,50,Truck,20,90,31,1,0,1,0,0,Medium
Rural,Wet,Cloudy,69,40,Bike,30,55,62,0,0,1,1,1,Medium
Highway,Wet,Cloudy,84,80,Bus,25,56,83,1,1,0,0,1,Medium
Rural,Wet,Cloudy,29,40,Bike,26,51,75,0,0,1,1,0,Low
Highway,Dry,Sunny,66,80,Truck,29,40,84,0,1,0,0,1,Low
Rural,Dry,Rainy,38,40,Car,27,87,44,0,1,1,1,1,Medium
Rural,Dry,Storm,23,40,Bus,20,97,21,1,0,0,0,0,Medium
Urban,Damaged,Rainy,72,50,Bus,28,92,69,1,0,0,1,1,Medium
Highway,Dry,Rainy,110,80,Truck,24,75,61,0,1,0,0,1,Medium
Highway,Dry,Fog,75,80,Car,18,95,17,1,1,1,0,0,Medium
Highway,Damaged,Storm,75,80,Bus,24,94,37,0,0,0,1,1,Medium
Urban,Dry,Rainy,41,50,Car,23,73,41,0,1,1,1,0,Medium
Highway,Dry,Sunny,67,80,Truck,36,54,79,0,1,1,1,0,Low
Highway,Dry,Rainy,71,80,Car,24,85,43,1,1,0,0,1,Low
Urban,Dry,Storm,63,50,Car,27,87,43,1,1,0,0,1,Medium
Urban,Dry,Cloudy,51,50,Bus,29,61,72,1,0,0,1,0,Low
Rural,Wet,Cloudy,29,40,Truck,31,49,69,0,1,1,1,0,Medium
Urban,Dry,Sunny,35,50,Bike,29,49,87,1,0,1,0,0,Low
Highway,Dry,Cloudy,66,80,Bus,24,65,68,0,0,0,1,1,Low
Urban,Dry,Sunny,58,50,Car,38,33,92,0,1,1,1,1,Medium
Highway,Dry,Rainy,76,80,Bus,27,72,68,1,0,1,1,1,Medium
Highway,Wet,Storm,62,80,Truck,22,86,37,0,1,1,1,1,High
Highway,Dry,Fog,89,80,Bus,22,96,14,0,0,1,0,1,Medium
Rural,Dry,Cloudy,59,40,Car,25,64,93,1,0,1,1,0,Medium
Rural,Dry,Rainy,57,40,Bike,28,83,46,1,1,1,0,0,Medium
Urban,Damaged,Sunny,59,50,Car,36,40,73,1,0,1,1,0,Medium
Rural,Dry,Fog,47,40,Bus,23,98,26,1,1,0,1,0,High
Highway,Dry,Sunny,77,80,Bus,35,53,90,1,0,0,0,0,Low
Highway,Damaged,Sunny,75,80,Car,38,57,73,0,1,1,1,0,Medium
Rural,Wet,Storm,25,40,Bike,20,91,37,0,1,0,0,1,Medium
Urban,Dry,Sunny,79,50,Truck,38,46,93,0,1,0,0,0,Low
Urban,Wet,Storm,54,50,Bus,24,95,14,1,1,0,1,1,High
Highway,Dry,Cloudy,79,80,Bike,28,55,62,0,0,0,1,1,Low
Urban,Dry,Sunny,55,50,Car,37,52,89,1,1,1,0,1,Medium
Highway,Wet,Sunny,75,80,Bike,29,41,68,0,0,0,0,0,Low
Urban,Wet,Cloudy,52,50,Car,29,68,80,0,0,0,0,1,Medium
Highway,Wet,Storm,108,80,Bike,27,98,13,0,1,1,0,0,High
Highway,Wet,Fog,107,80,Bike,21,87,48,0,1,1,1,1,High
Highway,Dry,Sunny,76,80,Bus,36,44,66,1,0,1,0,0,Low
Rural,Wet,Rainy,32,40,Bike,25,81,62,1,1,0,1,0,Medium
Urban,Damaged,Cloudy,59,50,Truck,27,68,83,1,1,0,0,1,Medium
Urban,Wet,Cloudy,76,50,Bike,29,62,90,1,0,1,1,0,Medium
Highway,Dry,Sunny,107,80,Bike,36,41,77,1,0,1,1,1,Medium
Rural,Wet,Fog,39,40,Car,23,90,44,1,1,1,1,1,Medium
Rural,Damaged,Sunny,28,40,Bus,34,55,81,1,1,1,1,1,Medium
Highway,Dry,Sunny,72,80,Truck,39,53,89,0,1,0,1,1,Low
Rural,Damaged,Cloudy,56,40,Bike,24,60,76,0,0,1,0,0,Medium
Rural,Dry,Cloudy,60,40,Car,31,66,74,0,1,0,1,1,Low
Urban,Dry,Fog,45,50,Truck,21,87,40,0,0,0,1,1,Low
Rural,Dry,Cloudy,40,40,Car,27,44,70,0,0,0,1,0,Low
Urban,Wet,Cloudy,61,50,Car,28,69,83,0,0,1,1,1,Medium
Urban,Dry,Cloudy,44,50,Car,27,57,86,1,0,1,1,1,Low
Rural,Damaged,Sunny,27,40,Bike,30,43,69,1,1,0,0,1,Low
Urban,Dry,Fog,39,50,Car,18,99,39,0,0,0,0,0,Medium
Rural,Dry,Sunny,52,40,Bike,30,52,74,1,0,1,1,0,Medium
Urban,Dry,Sunny,57,50,Car,28,58,71,1,1,1,0,1,Medium
Rural,Dry,Sunny,48,40,Truck,34,53,75,1,1,0,0,0,Low
Urban,Dry,Rainy,40,50,Truck,23,81,44,0,1,0,0,0,Low
Highway,Dry,Cloudy,75,80,Bus,26,69,84,0,0,0,1,1,Low
Urban,Dry,Sunny,36,50,Truck,39,35,73,1,1,1,1,0,Low
Highway,Wet,Sunny,90,80,Truck,37,35,66,0,0,1,0,0,Medium
Rural,Dry,Sunny,26,40,Truck,32,35,60,0,0,1,1,0,Low
Rural,Dry,Storm,38,40,Bus,20,96,18,0,0,0,1,0,Medium
Highway,Dry,Rainy,63,80,Car,26,94,32,1,1,0,1,0,Medium
Urban,Wet,Rainy,39,50,Truck,22,88,30,1,1,1,0,0,High
Urban,Dry,Rainy,53,50,Car,26,71,54,0,1,0,0,1,Medium
Urban,Dry,Cloudy,32,50,Bus,24,40,78,1,0,1,1,0,Low
Urban,Dry,Cloudy,32,50,Bus,31,54,66,1,0,1,1,0,Low
Urban,Dry,Storm,53,50,Bike,22,89,44,0,1,0,0,1,Medium
Highway,Wet,Sunny,76,80,Bike,30,34,77,1,0,1,1,1,Medium
Urban,Damaged,Fog,33,50,Bike,23,99,15,1,0,1,0,1,Medium
Urban,Damaged,Rainy,36,50,Bus,27,86,54,1,0,0,0,1,Medium
Urban,Wet,Fog,65,50,Truck,22,95,30,1,0,1,0,1,High
Rural,Wet,Fog,50,40,Bike,24,99,24,0,0,0,0,1,High
Urban,Dry,Cloudy,40,50,Truck,25,69,62,0,0,0,0,0,Low
Urban,Dry,Fog,79,50,Bike,24,98,42,1,0,0,1,1,Medium
Rural,Dry,Rainy,58,40,Bus,28,77,43,1,0,0,0,1,Medium
Urban,Wet,Storm,38,50,Car,23,81,40,0,0,1,1,0,Medium
Highway,Wet,Sunny,60,80,Truck,38,45,68,0,1,1,1,0,Medium
Highway,Dry,Sunny,79,80,Truck,31,48,95,0,1,1,1,0,Low
Highway,Dry,Cloudy,85,80,Truck,24,69,74,1,1,1,1,1,Medium
Rural,Dry,Storm,56,40,Truck,23,87,27,0,0,1,1,1,Medium
Urban,Dry,Rainy,63,50,Bike,29,75,51,1,1,1,1,1,Medium
Urban,Dry,Storm,52,50,Truck,25,97,15,0,1,0,1,1,Medium
Rural,Wet,Fog,46,40,Bus,22,88,34,0,1,0,0,0,High
Urban,Damaged,Cloudy,46,50,Bus,27,45,83,1,1,0,0,0,Low
Highway,Dry,Storm,89,80,Car,22,98,44,1,1,1,1,0,Medium
Urban,Dry,Storm,77,50,Bus,27,98,27,0,1,1,1,1,High
Urban,Dry,Rainy,77,50,Truck,23,77,32,0,1,0,1,0,Medium
Rural,Dry,Fog,42,40,Car,23,88,36,0,0,0,1,0,Medium
Highway,Damaged,Sunny,66,80,Bus,37,47,75,0,1,0,0,0,Low
Urban,Wet,Rainy,77,50,Car,26,72,52,0,1,1,1,0,High
Highway,Dry,Storm,103,80,Car,26,83,44,0,1,1,1,1,Medium
Rural,Dry,Sunny,58,40,Truck,29,45,93,0,1,1,0,1,Low
Highway,Dry,Sunny,107,80,Bike,32,48,83,0,0,0,1,0,Low
Urban,Wet,Sunny,40,50,Car,39,55,90,0,0,1,0,1,Low
Rural,Dry,Rainy,36,40,Car,22,71,33,0,0,0,1,0,Medium
Urban,Dry,Sunny,42,50,Bus,34,34,94,1,1,0,1,0,Low
Highway,Dry,Storm,111,80,Truck,24,87,17,1,0,1,0,0,Medium
Highway,Dry,Rainy,106,80,Car,29,89,63,0,1,0,1,0,Medium
Highway,Dry,Cloudy,117,80,Car,31,55,96,1,1,1,1,1,Medium
Highway,Dry,Sunny,69,80,Car,34,41,66,1,1,0,1,1,Low
Rural,Wet,Rainy,43,40,Car,24,76,64,1,1,1,0,0,High
Rural,Dry,Rainy,63,40,Bike,27,86,65,1,0,1,1,1,Medium
Rural,Dry,Fog,59,40,Bus,23,91,38,1,1,0,0,1,Medium
Highway,Dry,Sunny,93,80,Car,29,30,91,0,0,1,0,0,Low
Urban,Dry,Fog,32,50,Bus,23,86,15,1,0,0,0,0,Medium
Rural,Dry,Rainy,59,40,Car,24,83,63,0,1,1,0,1,Medium
Highway,Dry,Cloudy,61,80,Bus,25,68,84,1,1,1,1,0,Low
Rural,Dry,Storm,36,40,Bus,20,89,33,0,0,1,0,1,Medium
Urban,Wet,Storm,45,50,Bus,20,84,39,0,0,1,1,0,Medium
Rural,Dry,Cloudy,33,40,Bike,31,62,75,0,1,1,1,1,Low
Urban,Dry,Sunny,51,50,Bike,34,51,75,1,0,1,0,1,Low
Rural,Dry,Cloudy,45,40,Truck,31,51,86,0,1,0,0,1,Low
Rural,Dry,Sunny,32,40,Car,35,56,70,1,0,1,1,1,Low
Urban,Damaged,Fog,72,50,Bus,20,97,35,0,1,0,1,1,High
Rural,Wet,Cloudy,30,40,Bike,31,48,96,1,0,1,0,1,Low
Rural,Wet,Cloudy,29,40,Bus,25,44,88,1,0,0,1,0,Low
Highway,Dry,Fog,88,80,Bus,20,99,47,0,0,1,0,1,Medium
Urban,Dry,Storm,67,50,Truck,24,89,16,0,1,0,0,1,Medium
Urban,Wet,Sunny,51,50,Bus,39,38,78,1,0,0,0,1,Medium
Urban,Wet,Storm,61,50,Bus,27,81,46,1,0,0,1,1,Medium
Urban,Damaged,Cloudy,75,50,Bus,24,60,70,1,1,1,1,1,Medium
Highway,Wet,Fog,93,80,Bus,19,99,49,0,0,0,1,0,Medium
Highway,Dry,Sunny,71,80,Bus,33,45,61,0,0,0,0,0,Low
Rural,Wet,Storm,42,40,Car,20,80,37,0,0,1,1,0,High
Highway,Dry,Cloudy,93,80,Bike,29,40,86,1,1,1,1,0,Medium
Rural,Dry,Cloudy,47,40,Bike,29,56,81,0,0,0,0,1,Low
Urban,Wet,Storm,40,50,Bus,27,86,16,1,0,1,0,1,Medium
Urban,Damaged,Fog,52,50,Bike,21,91,16,0,1,0,0,1,High
